year,month,pickup_zone,dropoff_zone,trip_count,avg_trip_distance_miles,avg_total_amount,avg_passengers,total_revenue,avg_trip_duration_min
2024,1,Brooklyn Heights,Bedford,13,2.83,22.42,1.08,291.44,31.29
2024,1,Lower East Side,Windsor Terrace,13,7.41,46.19,1.62,600.45,22.49
2024,1,Springfield Gardens South,Downtown Brooklyn/MetroTech,13,12.83,52.38,1,680.94,60.44
2024,1,Middle Village,JFK Airport,13,10.59,97.1,2,1262.25,26.53
2024,1,Hudson Sq,Downtown Brooklyn/MetroTech,13,2.97,25.69,1.62,333.93,15.07
2024,1,Upper West Side North,College Point,13,13.45,70.61,1,917.92,35.22
2024,1,Boerum Hill,DUMBO/Vinegar Hill,13,1.33,15.6,1.08,202.85,10.33
2024,1,Cobble Hill,UN/Turtle Bay South,13,7.16,48.55,1.15,631.15,28.08
2024,1,Downtown Brooklyn/MetroTech,Midtown North,13,7.07,44.21,1.46,574.73,28.76
2024,1,Financial District South,Clinton Hill,13,4.19,32.75,1.31,425.8,20.49
2024,1,Downtown Brooklyn/MetroTech,Gramercy,13,4.33,31.25,1.31,406.29,16.63
2024,1,Brownsville,Bensonhurst East,13,9.55,37,1,481,37.89
2024,1,Crown Heights North,East Flatbush/Remsen Village,13,1.84,19.91,1,258.8,21.41
2024,1,Cambria Heights,Cambria Heights,13,0.44,41.19,1.46,535.42,1.56
2024,1,Flatiron,Prospect-Lefferts Gardens,13,7.85,50.56,1,657.33,39.21
2024,1,East New York,East New York/Pennsylvania Avenue,13,1.3,21.35,1,277.6,20.17
2024,1,Upper West Side North,Sunnyside,13,5.21,42.01,1.15,546.11,33.07
2024,1,Meatpacking/West Village West,Hamilton Heights,13,8.08,45.46,1.62,590.97,25.87
2024,1,University Heights/Morris Heights,University Heights/Morris Heights,13,1.32,25.41,1.15,330.3,23.76
2024,1,Greenwich Village South,Bay Ridge,13,10.43,61.74,1.77,802.61,30.15
2024,1,Garment District,Crown Heights South,13,9.97,54.72,1.15,711.4,49.72
2024,1,Union Sq,Roosevelt Island,13,5.29,41.39,1.69,538,27.25
2024,1,East Concourse/Concourse Village,Central Harlem North,13,2.38,21.06,1,273.76,30.43
2024,1,Flushing Meadows-Corona Park,LaGuardia Airport,13,3.7,48.04,1.31,624.51,18.52
2024,1,Midtown East,Columbia Street,13,7.96,51.31,1,667.05,32.42
2024,1,Brooklyn Heights,Financial District North,13,2.51,27.89,1.23,362.55,15.4
2024,1,Little Italy/NoLiTa,Washington Heights South,13,10.71,55.6,1.23,722.73,29.9
2024,1,West Chelsea/Hudson Yards,Prospect-Lefferts Gardens,13,9.64,63.93,1.46,831.11,37.02
2024,1,UN/Turtle Bay South,Bushwick North,13,7.27,49.15,1.15,638.93,38.03
2024,1,Fort Greene,Carroll Gardens,13,1.53,16.52,1.23,214.73,11.75
2024,1,East Harlem South,Morrisania/Melrose,13,4.65,24.26,1.39,315.4,20.57
2024,1,Financial District South,Outside of NYC,13,11.72,88.4,1.39,1149.18,30.56
2024,1,Madison,UN/Turtle Bay South,13,11.12,47.79,1,621.2,60.12
2024,1,Crown Heights North,Bay Ridge,13,8.06,35,1,455,44.7
2024,1,JFK Airport,Westerleigh,13,25.63,122.93,1.31,1598.02,44.73
2024,1,East Chelsea,West Concourse,13,9.19,55.91,1.08,726.85,32.85
2024,1,East Harlem South,Parkchester,13,9.34,37.22,1.15,483.9,40.4
2024,1,Midtown East,Spuyten Duyvil/Kingsbridge,13,11.57,59.31,1.15,771.07,35.72
2024,1,Co-Op City,East Harlem South,13,9.89,48.72,1,633.39,50.29
2024,1,Battery Park City,Prospect Heights,13,5.95,45.6,1,592.76,24.58
2024,1,Manhattanville,Central Park,13,3,23.12,1,300.5,15.36
2024,1,Times Sq/Theatre District,Sheepshead Bay,13,20.84,103.45,1,1344.8,65.22
2024,1,West Chelsea/Hudson Yards,Flatbush/Ditmas Park,13,11.01,64.07,1.08,832.9,41.31
2024,1,Union Sq,Gowanus,13,6.4,49.56,1.23,644.25,30.59
2024,1,East Chelsea,Woodside,13,6.94,49.29,1.85,640.74,33.04
2024,1,Lenox Hill East,Williamsbridge/Olinville,13,11.74,56.8,1,738.44,28.34
2024,1,Union Sq,North Corona,13,9.9,53.12,1.31,690.54,31.01
2024,1,Central Harlem,Morrisania/Melrose,13,3.32,24.68,1.54,320.78,28.97
2024,1,Hudson Sq,Astoria,13,8.95,49.46,1.54,642.93,30.4
2024,1,Greenwich Village South,Inwood,13,12.17,66.59,1.31,865.7,31.84
2024,1,Boerum Hill,Midtown East,13,6.81,42.2,1,548.64,22.56
2024,1,East Harlem South,Chinatown,13,7.71,41.72,1.54,542.41,27.97
2024,1,Midtown North,Bushwick South,13,8.08,54.69,1.54,710.95,37.59
2024,1,Flatiron,Sunset Park West,13,8.81,56.05,1.31,728.63,29.14
2024,1,Sunnyside,Yorkville East,13,3.76,28.97,1.31,376.61,20.6
2024,1,Jackson Heights,Midtown Center,13,6.77,46.25,1.23,601.27,43.74
2024,1,Midtown South,Ridgewood,13,6.74,46.86,1.15,609.2,24.4
2024,1,Gramercy,Middle Village,13,7.13,50.09,1,651.12,22.02
2024,1,Meatpacking/West Village West,Sunset Park West,13,7.35,47.52,1.31,617.8,25.89
2024,1,Prospect Heights,Prospect Heights,13,0.15,53.82,1.15,699.65,1.51
2024,1,Upper West Side South,East Concourse/Concourse Village,13,6.67,39.43,1.23,512.6,30.48
2024,1,Greenpoint,East Williamsburg,13,1.51,20.42,1.92,265.42,10.16
2024,1,Manhattan Valley,Stuy Town/Peter Cooper Village,13,5.79,41.15,1.46,534.91,24.9
2024,1,Central Harlem North,Outside of NYC,13,10.78,102.77,1,1335.96,36.21
2024,1,Times Sq/Theatre District,Jamaica,13,13.63,75.19,1.62,977.43,38.31
2024,1,Kips Bay,Bushwick North,13,7.36,42.49,1.31,552.39,33.84
2024,1,LaGuardia Airport,Manhattan Beach,13,22.16,103.84,1.31,1349.94,42.95
2024,1,Westchester Village/Unionport,Westchester Village/Unionport,12,0.42,12.83,1.08,153.9,3.56
2024,1,Midtown East,South Ozone Park,12,14.22,79.5,1.58,954.04,47.77
2024,1,Murray Hill,Gowanus,12,7.37,54.87,1.25,658.43,30.89
2024,1,East Harlem South,Williamsbridge/Olinville,12,7.2,41.33,1,495.98,29.02
2024,1,Starrett City,East New York,12,1.08,18.71,1,224.5,13.78
2024,1,TriBeCa/Civic Center,Steinway,12,11.19,70.09,1,841.04,39.52
2024,1,TriBeCa/Civic Center,Riverdale/North Riverdale/Fieldston,12,15,79,1,948.01,31.47
2024,1,Richmond Hill,Van Nest/Morris Park,12,11.31,46.88,1,562.59,70.86
2024,1,Central Harlem,Kips Bay,12,5.91,33.52,1,402.18,29.6
2024,1,Brooklyn Heights,Prospect Heights,12,2.12,21.2,1.67,254.45,15.82
2024,1,Midtown South,East Elmhurst,12,8.94,56.29,1.25,675.51,28.25
2024,1,Bushwick South,Crown Heights North,12,2.12,20.48,1.08,245.7,19.41
2024,1,Lenox Hill East,Midwood,12,13.54,65.36,1.17,784.27,54.14
2024,1,Greenwich Village South,Battery Park,12,2.65,23.34,1.92,280.07,14.91
2024,1,Stuy Town/Peter Cooper Village,East Harlem North,12,5.69,36.46,1.08,437.48,17.19
2024,1,DUMBO/Vinegar Hill,JFK Airport,12,18.75,101.89,1.67,1222.66,111.19
2024,1,Sunnyside,Kips Bay,12,3.93,35.18,1.08,422.1,22.13
2024,1,Crown Heights North,Boerum Hill,12,3.13,22.01,1,264.08,23.27
2024,1,Jamaica,LaGuardia Airport,12,6.54,44.03,1.25,528.35,10.45
2024,1,Stuy Town/Peter Cooper Village,Upper West Side South,12,5.05,37.52,1.42,450.18,27.25
2024,1,Chinatown,Hamilton Heights,12,9.31,46.15,1,553.76,37.69
2024,1,East Elmhurst,South Jamaica,12,8.81,48.6,1.83,583.18,24.06
2024,1,Jackson Heights,Sunnyside,12,2.06,18.07,1.08,216.81,13.97
2024,1,Kensington,Kensington,12,0.15,53.84,1,646.11,5.89
2024,1,Soundview/Castle Hill,Murray Hill,12,7.98,36.99,1,443.82,57.87
2024,1,Chinatown,Lincoln Square West,12,5.59,40.23,1.25,482.72,29.88
2024,1,Ocean Hill,Jamaica,12,7.66,32.92,1,395,31.36
2024,1,Times Sq/Theatre District,Windsor Terrace,12,9.12,63.43,1.75,761.18,35.26
2024,1,DUMBO/Vinegar Hill,Fort Greene,12,1.33,17.28,1.25,207.36,12.76
2024,1,Yorkville West,Outside of NYC,12,18.26,109,1.42,1307.97,35.62
2024,1,Penn Station/Madison Sq West,East New York,12,11.48,76.62,1.92,919.44,52.34
2024,1,Borough Park,Midtown Center,12,11.53,44.9,1,538.76,58.11
2024,1,Bedford Park,East Chelsea,12,10.45,48.28,1,579.36,48.54
2024,1,Murray Hill,Maspeth,12,5.7,43.44,1.42,521.33,21.1
2024,1,Midtown North,West Concourse,12,8.18,42.85,1.17,514.14,24.67
2024,1,Upper West Side North,Downtown Brooklyn/MetroTech,12,10.21,57.24,1,686.93,39.78
2024,1,Midtown South,Riverdale/North Riverdale/Fieldston,12,12.78,66.92,1,802.99,31.6
2024,1,Upper East Side North,Prospect Heights,12,10.73,61.01,1.17,732.17,34.55
2024,1,JFK Airport,Eltingville/Annadale/Prince's Bay,12,36.75,166.96,1.67,2003.46,58.74
2024,1,Kips Bay,Midwood,12,11.63,54.67,1.67,656,50.12
2024,1,Garment District,Inwood,12,10.12,52.96,1.25,635.53,29.24
2024,1,Downtown Brooklyn/MetroTech,Upper East Side South,12,7.63,46.58,1.17,558.92,26.47
2024,1,Manhattan Valley,Financial District South,12,8.26,53.11,1.08,637.28,30.73
2024,1,Upper West Side South,Prospect Heights,12,9.02,59.93,1.5,719.21,47.82
2024,1,East Chelsea,Jamaica,12,14.26,77.42,1.58,929.01,49.84
2024,1,Midtown North,Murray Hill-Queens,12,8.07,42.99,1,515.84,55.94
2024,1,Prospect-Lefferts Gardens,Brownsville,12,2.03,19.93,1,239.1,32.42
2024,1,Park Slope,Clinton Hill,12,1.49,16.37,1.33,196.46,11.39
2024,1,Upper West Side North,DUMBO/Vinegar Hill,12,9.28,55.69,1.33,668.31,35.35
2024,1,East Harlem South,World Trade Center,12,8.3,44.32,1.42,531.83,25.57
2024,1,East New York,Downtown Brooklyn/MetroTech,12,6.38,30.79,1,369.5,61.57
2024,1,Greenwich Village North,Kensington,12,8.36,50.83,1,609.91,26.03
2024,1,Sunnyside,Maspeth,12,2.36,17.28,1.67,207.36,9.3
2024,1,UN/Turtle Bay South,Queensbridge/Ravenswood,12,3.5,27.38,1.5,328.54,18.9
2024,1,Midtown East,Riverdale/North Riverdale/Fieldston,12,13.33,72.49,1.83,869.88,33.47
2024,1,Upper East Side South,Rego Park,12,6.97,45.63,1.08,547.52,33.44
2024,1,Union Sq,Columbia Street,12,5.65,44.39,1.17,532.64,26.41
2024,1,East Harlem North,Penn Station/Madison Sq West,12,5.98,36.23,1.5,434.78,26.86
2024,1,Upper West Side South,East Williamsburg,12,7.83,53.55,1.25,642.61,35.38
2024,1,Jackson Heights,Times Sq/Theatre District,12,7.89,60.53,1.58,726.33,35.04
2024,1,TriBeCa/Civic Center,Manhattanville,12,7.86,48.47,1,581.62,35.49
2024,1,Washington Heights South,Spuyten Duyvil/Kingsbridge,12,3.87,27.66,1.33,331.89,18.89
2024,1,Central Harlem North,Allerton/Pelham Gardens,12,6.63,36.04,1.08,432.44,27.1
2024,1,Central Harlem North,Williamsbridge/Olinville,12,7.2,37.75,1,452.98,41.05
2024,1,World Trade Center,Prospect-Lefferts Gardens,12,6.87,49.02,1.08,588.21,32.23
2024,1,Union Sq,Ridgewood,12,8.09,51.25,1.58,615.05,34.96
2024,1,Old Astoria,Lenox Hill West,12,4.51,29.84,1,358.11,22.51
2024,1,Kew Gardens Hills,Outside of NYC,12,0.73,34.83,1,418,21.24
2024,1,Baisley Park,Yorkville West,12,15.67,95.22,1,1142.64,31.75
2024,1,East Elmhurst,Pelham Parkway,12,11.84,71.31,1.33,855.74,26.37
2024,1,Hamilton Heights,JFK Airport,12,19.1,91.66,1.67,1099.95,42.28
2024,1,Midtown North,Maspeth,12,6.01,43.25,1.75,519.02,28.66
2024,1,N/A,Financial District South,12,7.33,45.52,1.33,546.19,21.04
2024,1,West Chelsea/Hudson Yards,Woodside,12,6.91,49.51,1.83,594.17,32.46
2024,1,Carroll Gardens,Cobble Hill,12,0.64,10.51,1.17,126.06,6.95
2024,1,Lenox Hill East,Spuyten Duyvil/Kingsbridge,12,9.45,55.55,1.25,666.63,36.45
2024,1,Crown Heights North,Lincoln Square East,12,8.62,40.63,1,487.5,50.34
2024,1,Hudson Sq,Long Island City/Hunters Point,12,5.94,42.5,1.08,509.96,25.75
2024,1,Canarsie,East Flatbush/Remsen Village,12,1.69,22.39,1,268.7,18.25
2024,1,East Chelsea,Elmhurst,12,7.62,51.5,1.25,617.97,29.24
2024,1,Sutton Place/Turtle Bay North,Bushwick South,12,7.56,51.26,1.17,615.06,31.68
2024,1,Midtown East,Hollis,12,13.61,67.52,1,810.28,27.04
2024,1,Starrett City,Financial District North,12,11.23,57.87,1,694.44,71.26
2024,1,Briarwood/Jamaica Hills,Long Island City/Hunters Point,12,8.87,49.53,1.25,594.31,29.93
2024,1,Woodside,Long Island City/Hunters Point,12,2.38,46.39,1.17,556.62,11.23
2024,1,Flatlands,Sunset Park West,12,6.56,32.17,1,386,28.94
2024,1,Downtown Brooklyn/MetroTech,Union Sq,12,4.38,32.25,1.08,387.03,20.14
2024,1,TriBeCa/Civic Center,Columbia Street,12,3.05,29.64,1.08,355.63,19.66
2024,1,Upper West Side North,Williamsburg (North Side),12,8.91,60.35,1,724.2,41.69
2024,1,Lower East Side,Manhattanville,12,9.51,50.95,1.42,611.44,27.59
2024,1,Queensbridge/Ravenswood,Old Astoria,12,1.52,13.73,1.17,164.77,8.78
2024,1,Central Harlem,Flatiron,12,6.39,40.15,1.17,481.79,30.16
2024,1,Bushwick South,Stuyvesant Heights,12,1.27,16.68,1.08,200.1,11.3
2024,1,University Heights/Morris Heights,Union Sq,12,10.88,39.99,1,479.88,45.26
2024,1,Upper East Side North,Highbridge,12,5.45,31.1,1,373.23,18.95
2024,1,Alphabet City,East Harlem South,12,4.97,32.44,1,389.29,23.63
2024,1,Prospect-Lefferts Gardens,Flatbush/Ditmas Park,12,1.39,17.34,1.08,208.12,18.52
2024,1,TriBeCa/Civic Center,South Williamsburg,12,3.51,27.87,1.25,334.49,22.56
2024,1,Clinton East,Corona,12,10.12,54.56,1.25,654.76,33.83
2024,1,Lenox Hill East,Canarsie,12,12.14,63.14,1.08,757.62,82.33
2024,1,Gramercy,Roosevelt Island,12,4.8,37.09,1.67,445.07,27.08
2024,1,Upper East Side South,Sunset Park West,12,11.85,66.39,1.25,796.65,51.68
2024,1,Morningside Heights,SoHo,12,6.86,48.27,1,579.21,29.01
2024,1,Times Sq/Theatre District,Van Cortlandt Village,12,11.44,58.63,1.75,703.56,30.33
2024,1,Penn Station/Madison Sq West,Prospect Park,12,8.5,59.24,1.75,710.91,38.69
2024,1,Lower East Side,Kensington,12,8.61,48.39,1.42,580.62,22.75
2024,1,Central Park,Inwood,12,7.38,45.82,1.17,549.79,25.49
2024,1,Kips Bay,Stuyvesant Heights,12,6.11,39.72,2.5,476.66,40.59
2024,1,Upper East Side North,South Ozone Park,12,13.22,74.36,1.08,892.35,45.09
2024,1,Alphabet City,Clinton West,12,4.13,31.83,1,382,21.77
2024,1,Jamaica,Times Sq/Theatre District,12,13.15,92.88,1.58,1114.53,33.41
2024,1,East Harlem South,Financial District North,12,8.12,46.49,1.08,557.89,25.98
2024,1,Gramercy,Prospect-Lefferts Gardens,12,7.18,43.47,1,521.59,41.56
2024,1,Lower East Side,Long Island City/Queens Plaza,12,6.05,36.37,1.67,436.43,20.54
2024,1,Brighton Beach,Brighton Beach,12,0.08,46.85,1.5,562.2,7.41
2024,1,Downtown Brooklyn/MetroTech,Garment District,12,6.6,40.7,1.25,488.41,26.33
2024,1,Stuyvesant Heights,Lenox Hill East,12,5.69,32.29,1,387.5,60.18
2024,1,Brighton Beach,Gramercy,12,12.46,56.27,1,675.2,71.97
2024,1,Manhattanville,Upper East Side South,12,4.56,31.97,1.33,383.59,23
2024,1,Meatpacking/West Village West,Washington Heights South,12,8.94,49.72,1.42,596.61,23.72
2024,1,Midtown North,Middle Village,12,7.64,48.87,1.17,586.41,28.97
2024,1,East Tremont,East Tremont,12,0.35,16.81,1,201.72,9.99
2024,1,Two Bridges/Seward Park,Park Slope,12,4.8,38.18,1.92,458.2,21.72
2024,1,Lincoln Square East,Prospect-Lefferts Gardens,12,12.01,71.25,1.92,854.97,43.15
2024,1,Williamsburg (North Side),Bedford,12,2.71,21.45,1.58,257.34,15.23
2024,1,Homecrest,Homecrest,12,0.48,24.18,1.08,290.17,7.78
2024,1,Yorkville West,East Williamsburg,12,8.08,48.67,1.67,584.08,30.55
2024,1,West Village,Prospect Park,12,5.72,41.38,1.08,496.56,26.59
2024,1,Manhattanville,Yorkville West,12,3.93,29.13,1.17,349.61,20.4
2024,1,Bushwick South,Lenox Hill East,12,6.08,47.79,1,573.44,46.74
2024,1,East Elmhurst,Soundview/Castle Hill,12,9.74,59.88,1.5,718.55,21.15
2024,1,Downtown Brooklyn/MetroTech,Battery Park City,12,2.96,24.59,1.17,295.04,13.41
2024,1,Chinatown,East Williamsburg,12,3.87,29.8,1.25,357.65,15.14
2024,1,Washington Heights South,West Concourse,12,1.84,18.87,1.83,226.45,15.27
2024,1,Gramercy,Manhattanville,12,7.62,48.29,1,579.53,32.49
2024,1,Downtown Brooklyn/MetroTech,Murray Hill,12,5.32,32.82,1.42,393.86,21.27
2024,1,Yorkville East,DUMBO/Vinegar Hill,12,8.15,46.45,1.08,557.35,23.52
2024,1,Prospect-Lefferts Gardens,Flatlands,12,2.82,21.83,1,262,25.17
2024,1,N/A,Newark Airport,12,18.58,129.55,1.67,1554.56,37.02
2024,1,Brooklyn Heights,JFK Airport,12,21.06,97.28,1.42,1167.38,53.53
2024,1,Long Island City/Hunters Point,Midtown East,12,3.19,55.03,1.33,660.3,16.32
2024,1,UN/Turtle Bay South,Rego Park,12,7.41,47.86,1.08,574.3,22.06
2024,1,East Harlem South,Hudson Sq,12,7.54,43.89,1.42,526.67,35.25
2024,1,Baisley Park,Upper East Side North,12,14.37,99.91,1.58,1198.88,33.87
2024,1,Lenox Hill East,Bushwick South,12,6.73,47.65,1.08,571.82,44.64
2024,1,Newark Airport,N/A,12,0,143.01,1.67,1716.13,0.11
2024,1,Williamsburg (South Side),Stuyvesant Heights,12,2.53,24.14,1.25,289.72,16.91
2024,1,Hudson Sq,Washington Heights South,12,9.73,55.42,2,665.02,29.74
2024,1,Melrose South,East Concourse/Concourse Village,12,0.96,16.87,1.5,202.4,16.69
2024,1,Garment District,Bushwick North,12,8.33,57.44,1,689.25,33.73
2024,1,Union Sq,Woodside,12,6.24,45.87,1.42,550.44,30.77
2024,1,Yorkville East,Greenpoint,12,5.93,40.47,1.42,485.63,25.13
2024,1,Boerum Hill,Columbia Street,12,1.55,15.48,1,185.76,9.41
2024,1,Upper East Side South,West Concourse,12,5.73,37.27,1.17,447.22,30.75
2024,1,Woodside,Gramercy,12,0.73,38.3,1,459.55,26.95
2024,1,SoHo,Bay Ridge,12,9.4,57.89,1.58,694.62,30.47
2024,1,Prospect-Lefferts Gardens,Murray Hill,12,8.67,39.66,1,475.88,58.11
2024,1,Outside of NYC,Kew Gardens Hills,12,0.58,35.25,1,423,19.94
2024,1,Woodside,Long Island City/Queens Plaza,12,1.77,15.57,1.33,186.8,12.21
2024,1,Penn Station/Madison Sq West,West Concourse,12,9.57,52.89,1.5,634.72,35.9
2024,1,Alphabet City,Fort Greene,12,4.82,33.58,1.17,402.9,18.76
2024,1,Baisley Park,South Ozone Park,12,1.22,38.41,1.25,460.95,8.69
2024,1,Flatbush/Ditmas Park,Park Slope,12,2.52,20.76,1.08,249.1,16.88
2024,1,East Flatbush/Remsen Village,Brownsville,12,1.08,19.01,1,228.1,14.2
2024,1,West Village,South Williamsburg,12,4.33,34.83,1.58,417.99,26.66
2024,1,Allerton/Pelham Gardens,Allerton/Pelham Gardens,12,0.26,38.2,1,458.44,1.71
2024,1,Times Sq/Theatre District,Belmont,12,12.05,66.81,1.42,801.67,38.5
2024,1,Yorkville East,Williamsburg (South Side),12,7.87,44.55,1.42,534.55,139.97
2024,1,East Flatbush/Remsen Village,East Flatbush/Farragut,12,1.29,22.64,1.08,271.62,15.32
2024,1,Stuyvesant Heights,Fort Greene,12,3.14,21.41,1.08,256.9,31.48
2024,1,Midtown Center,East Concourse/Concourse Village,12,7.3,42.89,1,514.66,26.25
2024,1,LaGuardia Airport,Bensonhurst East,12,21.1,100.83,1.58,1210.01,52.77
2024,1,Midwood,Flatlands,12,1.15,19.17,1,230,14.89
2024,1,Upper West Side South,Crown Heights North,12,12.51,73.4,1.17,880.77,44.16
2024,1,Clinton East,Van Cortlandt Village,12,13.51,62.01,1.25,744.08,32.18
2024,1,Lenox Hill East,Windsor Terrace,12,10.78,63.29,1.17,759.53,36.91
2024,1,Cobble Hill,Midtown East,12,7.97,50.08,1,601.01,32.94
2024,1,Flushing Meadows-Corona Park,Midtown South,12,9.84,90.83,1.67,1089.95,20.13
2024,1,Greenwich Village North,Windsor Terrace,12,7.3,51.38,1.17,616.55,29.48
2024,1,World Trade Center,Windsor Terrace,12,5.55,44.64,1,535.72,15.25
2024,1,East Flatbush/Remsen Village,Midtown Center,12,7.89,39.96,1,479.5,50.45
2024,1,Upper West Side North,Greenpoint,12,6.61,46.41,1.42,556.96,32.39
2024,1,East Harlem South,Springfield Gardens North,12,12.01,54.64,1,655.64,81.43
2024,1,Murray Hill,Crown Heights South,12,8.54,47.76,1.08,573.06,39.44
2024,1,Midtown Center,Melrose South,12,5.82,40.26,1.08,483.1,23.82
2024,1,Middle Village,Middle Village,12,1.1,39.15,1.33,469.76,5.53
2024,1,Alphabet City,Upper West Side North,12,6.68,40.36,1.42,484.26,24.8
2024,1,Midtown North,Mott Haven/Port Morris,12,6.73,40.62,1.17,487.48,23.69
2024,1,Upper East Side North,Elmhurst/Maspeth,12,6.73,47.07,1.5,564.89,37.67
2024,1,West Chelsea/Hudson Yards,Kensington,12,9.07,50.93,1.33,611.12,24.96
2024,1,Bay Ridge,Inwood Hill Park,12,18.08,62.08,1,744.94,36.78
2024,1,Greenwich Village North,Woodside,12,7,47.02,1.08,564.27,33.86
2024,1,Hillcrest/Pomonok,Hillcrest/Pomonok,12,2.87,29.05,1.25,348.6,13.43
2024,1,East New York,East Harlem South,12,12.98,56.03,1,672.38,81.76
2024,1,Morningside Heights,West Concourse,12,3.04,23.75,1,284.96,24.75
2024,1,West Village,Forest Hills,12,11.61,66.88,1.25,802.58,35.53
2024,1,Long Island City/Queens Plaza,Garment District,12,3.51,30.64,1.08,367.62,24.06
2024,1,East Flatbush/Farragut,Flatbush/Ditmas Park,12,1.39,18.63,1,223.51,18.98
2024,1,Central Harlem North,Washington Heights North,12,3.49,24.6,1.25,295.19,16.07
2024,1,Bushwick South,Bedford,12,1.74,18.81,1.25,225.66,15.24
2024,1,East New York,Boerum Hill,12,7.41,29.83,1,358,54.6
2024,1,Far Rockaway,Far Rockaway,12,0.36,38.92,1.25,467.04,5.82
2024,1,Brooklyn Heights,Midtown East,12,6.69,40.45,1.17,485.42,23.1
2024,1,Carroll Gardens,Park Slope,12,1.59,15.87,1.25,190.43,9.12
2024,1,East Flatbush/Remsen Village,East New York,12,2.43,19.93,1,239.2,22.11
2024,1,North Corona,North Corona,12,0.09,27.42,1.33,329.05,1.03
2024,1,Springfield Gardens North,JFK Airport,12,2.97,24.5,1,294,14.49
2024,1,Greenwich Village South,Red Hook,12,5.24,39.71,1.25,476.49,19.4
2024,1,Midtown East,Briarwood/Jamaica Hills,12,12.1,61.73,1.08,740.81,37.19
2024,1,Central Park,Downtown Brooklyn/MetroTech,12,8.85,53.5,1.25,642.01,33.97
2024,1,Penn Station/Madison Sq West,Parkchester,12,12.78,61,1.17,731.96,36.32
2024,1,LaGuardia Airport,Hammels/Arverne,12,18.74,99.82,1.08,1197.83,47.35
2024,1,Astoria,JFK Airport,11,13.2,59.22,1.18,651.43,34.4
2024,1,Long Island City/Queens Plaza,Woodside,11,2.3,17.86,1,196.42,12.09
2024,1,East Elmhurst,Richmond Hill,11,7.86,45.19,1.18,497.11,23.8
2024,1,JFK Airport,Bronx Park,11,22.01,96.85,1.36,1065.36,42.82
2024,1,East Williamsburg,Williamsburg (North Side),11,0.93,28.62,1.27,314.83,6.77
2024,1,Penn Station/Madison Sq West,East Flatbush/Farragut,11,10.43,64.84,1.36,713.2,50.48
2024,1,Prospect Heights,Crown Heights North,11,1.52,16.64,1.55,183.01,10.49
2024,1,Central Harlem,West Village,11,7.27,45.02,1.46,495.26,29.95
2024,1,Seaport,Clinton Hill,11,3.72,30.45,1.64,334.94,18.86
2024,1,Financial District South,Greenpoint,11,6.68,44.06,1.55,484.66,24.64
2024,1,Clinton East,Queensbridge/Ravenswood,11,3.76,30.98,1.46,340.75,25.31
2024,1,Midtown East,West Concourse,11,8.55,46.38,1.55,510.19,24.74
2024,1,Midtown South,North Corona,11,9.08,51.83,1.91,570.15,31.01
2024,1,Times Sq/Theatre District,Crown Heights South,11,9.54,58.55,1.27,644.05,38.69
2024,1,Baisley Park,Jamaica,11,2.22,18.62,1,204.8,14.59
2024,1,Lenox Hill West,Gowanus,11,9.93,61.54,1.73,676.92,29.09
2024,1,Little Italy/NoLiTa,Bedford Park,11,12.46,58.84,1,647.28,47.33
2024,1,Lenox Hill West,Crown Heights North,11,9.81,59.22,1.18,651.38,41.87
2024,1,West Chelsea/Hudson Yards,South Williamsburg,11,6.71,48.15,1.36,529.59,37.84
2024,1,Boerum Hill,Cobble Hill,11,0.75,11.12,1.09,122.3,5.31
2024,1,Murray Hill,Soundview/Castle Hill,11,9.85,40.27,1.09,442.92,43.02
2024,1,Newark Airport,Outside of NYC,11,3.74,82.5,1,907.53,9.97
2024,1,Upper East Side South,Bushwick South,11,7.93,53.27,1.09,586.01,38.08
2024,1,Penn Station/Madison Sq West,Kingsbridge Heights,11,11.16,55.02,1.09,605.18,36.49
2024,1,Flatiron,Forest Hills,11,9.62,58.82,2.27,646.96,30.41
2024,1,Midtown North,Flatbush/Ditmas Park,11,12.96,77.4,1.18,851.41,37.64
2024,1,Brownsville,East Harlem South,11,13.37,54.34,1,597.76,74.38
