origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
JFK,FLL,1156,4432,280.02,186.59,1074.16,DL
SMF,PHX,1629,4427,221.44,180.1,654.77,WN
MSP,ATL,1463,4425,378.72,295.82,971.38,DL
SEA,JFK,1434,4421,488.83,339.52,2453.24,DL
HNL,ITO,856,4420,85.95,77.32,216.18,WN
AUS,JFK,1673,4419,436.81,329.51,1528.91,DL
MCO,DTW,873,4418,111.45,88.06,984.81,NK
LAX,CLT,1762,4417,400.75,293.98,2152.57,AA
ATL,MSP,1484,4411,374.37,294.19,965.32,DL
SJU,BOS,934,4409,275.46,211.79,1697.64,B6
ANC,SEA,1213,4408,343.31,239.71,1460.28,AS
DFW,SEA,1451,4406,284.37,225.99,1666.51,AS
LAX,OAK,1086,4406,179.24,150.75,338.99,WN
PHX,PDX,1170,4403,227.4,167.07,1013.47,AS
BOS,RSW,1060,4401,258.08,204.65,1249.84,B6
BNA,LGA,1703,4394,195.43,146.18,782.04,WN
SNA,LAS,1148,4391,174.7,128.87,226.04,WN
LAX,SMF,1145,4386,162.83,128.05,374.71,WN
MDW,ATL,1532,4384,165.73,139.12,597.01,WN
SFO,PHL,1781,4380,420.12,303.99,2559.91,AA
MCO,CLE,835,4377,108.18,94.49,900.9,F9
RSW,DTW,1000,4376,355.2,226.04,1101.12,DL
ATL,MDW,1509,4372,171.05,145.47,598.15,WN
MCO,LGA,1236,4359,211.91,173.43,953.7,B6
CLT,BOS,1415,4359,315.48,225.37,735.44,AA
DFW,SNA,1485,4358,432.6,305.02,1211.42,AA
PHX,SMF,1647,4350,221.26,180.48,655.86,WN
EWR,MCO,943,4348,225.31,185.38,937.02,B6
PHX,ORD,1446,4344,331.98,247.03,1458.44,UA
BWI,MDW,1818,4342,185.02,161.92,624.07,WN
MCI,DEN,1756,4340,176.08,140.87,536.35,WN
BNA,EWR,1539,4339,253.59,195.4,755.18,UA
SEA,PHX,1045,4336,236.26,166.22,1113.33,DL
SNA,DFW,1460,4331,424.67,304.43,1216.71,AA
JFK,MIA,1298,4326,288.04,189.44,1092.04,DL
DEN,MCO,1686,4323,245.17,198.75,1569.0,WN
DEN,MCI,1706,4321,181.67,144.42,546.81,WN
MCO,DEN,1672,4321,245.3,198.8,1565.98,WN
ORD,DCA,1301,4320,255.08,195.98,621.0,AA
PHL,SFO,1805,4320,416.16,300.27,2555.35,AA
MDW,BWI,1840,4314,186.38,162.45,624.48,WN
SEA,DFW,1410,4308,276.18,217.78,1666.01,AS
DEN,BNA,1602,4300,207.3,169.69,1032.51,WN
BOS,IAH,1650,4293,365.03,283.31,1610.15,UA
ORD,PHX,1392,4292,326.48,235.35,1458.71,UA
TPA,DFW,1401,4288,290.81,228.12,940.06,AA
EWR,ATL,1331,4287,243.44,194.36,748.22,UA
BOS,SJU,861,4287,258.31,204.67,1688.08,B6
ATL,EWR,1339,4281,247.62,200.72,752.75,UA
DFW,TPA,1415,4272,287.36,225.22,947.82,AA
SEA,LAS,859,4270,235.95,166.28,872.89,DL
BOS,PHX,1794,4269,381.07,287.36,2312.64,AA
LGA,MCO,1219,4260,200.91,168.07,952.96,B6
CLE,MCO,809,4259,108.23,94.59,900.78,F9
LAS,SEA,845,4248,236.48,169.19,872.76,DL
MCO,HOU,1649,4246,206.06,170.32,873.26,WN
DCA,MCO,1203,4245,247.55,175.32,766.06,AA
EWR,BNA,1528,4244,250.84,192.03,758.99,UA
ATL,PBI,1290,4238,271.93,196.42,545.26,DL
HOU,MCO,1602,4237,206.49,171.27,870.76,WN
ATL,JFK,1421,4229,275.76,208.26,776.8,DL
LAS,SNA,1152,4227,175.47,132.09,226.0,WN
MCO,DCA,1204,4220,250.28,177.56,766.71,AA
EWR,PHX,1783,4218,407.34,301.95,2151.74,UA
BNA,DEN,1565,4218,212.23,170.89,1039.39,WN
JFK,ATL,1406,4216,278.08,207.64,777.15,DL
AUS,EWR,1865,4211,365.34,301.2,1512.2,UA
LGA,BNA,1624,4196,193.77,139.34,786.41,WN
BOS,CLT,1356,4176,308.43,221.51,737.09,AA
BNA,DAL,1618,4172,240.67,193.35,644.29,WN
DAL,BNA,1611,4163,240.42,193.45,646.74,WN
PHX,EWR,1803,4157,417.79,307.16,2151.89,UA
LAS,DEN,1150,4157,265.47,188.79,632.67,UA
MIA,JFK,1325,4154,293.36,202.42,1095.15,DL
MCO,IND,1386,4153,253.9,209.49,857.59,WN
DEN,LAS,1135,4149,263.45,186.39,637.83,UA
DCA,ORD,1241,4146,244.16,190.28,619.0,AA
EWR,AUS,1888,4141,372.9,308.91,1519.22,UA
IND,MCO,1405,4137,247.82,206.82,851.28,WN
PBI,ATL,1247,4129,275.27,195.05,545.4,DL
PHX,BUR,1309,4124,190.7,155.69,372.2,WN
ITO,HNL,655,4085,93.09,78.28,216.2,WN
DCA,MDW,1273,4084,198.39,162.72,606.96,WN
ATL,DTW,660,4071,91.27,61.1,604.52,NK
MDW,BNA,1560,4070,171.4,130.69,400.61,WN
BNA,MDW,1548,4069,171.25,131.52,401.25,WN
SLC,MCO,1035,4064,407.1,270.79,1946.46,DL
MCO,SLC,1049,4064,413.73,277.02,1952.98,DL
DTW,RSW,970,4062,348.35,212.82,1100.31,DL
FLL,PHL,1226,4057,287.37,233.94,1001.39,AA
SNA,PHX,1429,4052,198.78,167.17,339.27,WN
DEN,STL,1508,4052,205.19,159.26,786.95,WN
ATL,BWI,1232,4048,233.44,194.55,583.58,DL
MDW,DCA,1280,4046,197.34,160.48,606.12,WN
PBI,JFK,1182,4040,242.27,199.65,1030.23,B6
BUR,PHX,1300,4034,189.63,153.22,370.16,WN
MSY,DAL,1445,4032,169.94,136.21,440.58,WN
CLT,MCO,1046,4032,280.97,235.19,470.0,AA
PHX,SNA,1378,4031,199.21,169.79,338.98,WN
LAX,DAL,1333,4026,198.84,158.87,1265.91,WN
DTW,BOS,1291,4022,320.32,234.25,637.0,DL
STL,DEN,1513,4022,207.16,159.65,788.7,WN
SJU,JFK,986,4019,328.8,199.46,1600.88,DL
DTW,ATL,641,4005,94.94,60.68,641.35,NK
MCO,CLT,1051,4004,292.15,241.45,474.39,AA
BWI,DAL,1977,4001,222.24,186.39,1233.64,WN
BNA,TPA,1601,3993,206.36,166.23,619.14,WN
DAL,LAX,1347,3988,197.57,158.9,1259.1,WN
SAN,SEA,810,3987,236.3,171.51,1054.2,DL
DFW,FLL,1365,3984,289.35,232.49,1124.93,AA
LAS,MIA,1656,3975,406.68,323.51,2185.88,AA
IAH,DCA,1334,3973,331.18,266.66,1216.35,UA
HOU,LGA,1637,3969,212.03,174.23,1450.81,WN
DAL,BWI,1968,3968,222.07,188.03,1237.33,WN
TPA,BNA,1570,3966,206.15,165.68,620.31,WN
ORD,LAS,1131,3964,301.83,206.08,1528.47,AA
SFO,LAX,999,3956,133.01,107.33,338.88,WN
LAX,SFO,999,3955,131.88,104.14,339.89,WN
SFO,SNA,1582,3950,186.74,146.25,372.49,OO
CMH,LGA,1933,3947,221.55,183.43,480.88,YX
SNA,SFO,1560,3945,187.39,147.88,372.04,OO
FLL,BWI,1437,3942,233.53,183.52,940.81,WN
LAS,BOS,1202,3941,433.98,336.5,2388.04,B6
JFK,SJU,965,3940,313.08,192.73,1599.39,DL
BOS,DTW,1266,3939,318.33,234.65,640.69,DL
LAS,ORD,1166,3931,320.29,221.54,1532.8,AA
DAL,MSY,1346,3929,175.17,136.59,439.8,WN
DCA,IAH,1312,3928,334.22,266.34,1215.71,UA
BWI,FLL,1395,3925,227.52,175.27,937.17,WN
BWI,ATL,1217,3914,232.12,197.57,581.7,DL
LAS,CLT,1346,3911,417.1,305.33,1939.74,AA
PHX,DTW,1357,3903,384.3,276.95,1693.17,DL
FLL,DFW,1363,3901,291.24,233.87,1130.46,AA
MIA,LAS,1591,3898,384.84,317.93,2191.43,AA
SEA,SAN,808,3894,234.97,170.18,1053.0,DL
LAS,MSP,293,3889,171.76,131.23,1299.0,SY
BOS,LAS,1115,3885,410.04,319.15,2384.67,B6
PHL,FLL,1159,3878,274.07,223.61,995.94,AA
SFO,SEA,1302,3878,236.74,188.9,681.89,UA
LGA,CMH,1914,3877,223.07,185.21,484.56,YX
RSW,MSP,960,3871,369.3,220.7,1436.7,DL
DEN,BWI,1774,3868,240.32,204.04,1508.21,WN
SAN,JFK,1280,3862,494.09,321.58,2459.84,DL
DEN,LAS,799,3861,102.73,89.37,644.91,F9
IAD,LAS,1640,3860,392.53,293.68,2083.4,UA
DAL,DCA,1475,3855,206.85,172.38,1196.01,WN
ATL,AUS,1338,3855,287.74,241.6,822.36,DL
PBI,PHL,1166,3852,335.03,249.96,959.88,AA
DFW,RDU,1577,3851,310.67,251.31,1079.08,AA
IAD,BOS,1272,3850,227.1,182.79,413.0,UA
ORD,DFW,1210,3845,270.43,220.62,808.6,UA
PHX,SJC,1489,3841,214.91,185.68,626.38,WN
SLC,JFK,1724,3838,476.68,359.1,2015.6,DL
CLT,LAS,1261,3832,387.22,290.23,1933.65,AA
JFK,SAN,1292,3831,490.85,327.59,2465.69,DL
DTW,PHX,1338,3826,375.61,271.83,1692.05,DL
DFW,BNA,1356,3819,286.34,236.8,644.18,AA
SLC,SAN,999,3819,245.28,192.54,632.5,DL
SAN,EWR,1694,3811,431.56,322.76,2441.04,UA
BWI,DEN,1766,3807,242.06,204.71,1520.37,WN
RDU,DFW,1569,3802,304.02,246.95,1082.7,AA
BWI,LAS,1739,3796,300.05,253.47,2136.72,WN
HOU,PHX,1523,3793,193.84,161.76,1032.96,WN
AUS,BNA,1247,3792,194.07,141.78,771.48,WN
DCA,DAL,1448,3788,202.09,170.37,1198.74,WN
SJC,PHX,1467,3788,213.47,182.05,627.85,WN
PHX,JFK,1422,3782,415.76,302.39,2173.73,AA
BNA,AUS,1260,3781,190.81,141.05,775.11,WN
JFK,SLC,1708,3781,466.73,352.27,2010.32,DL
ONT,SEA,999,3780,201.83,164.65,960.29,AS
SEA,ONT,995,3778,202.43,164.17,959.31,AS
PHX,CLT,1656,3775,375.37,307.06,1822.5,AA
LAS,BWI,1767,3775,301.4,261.47,2132.26,WN
EWR,SAN,1676,3762,436.12,329.02,2443.93,UA
CLT,PHX,1612,3762,373.16,305.51,1814.56,AA
DCA,FLL,839,3762,193.34,159.41,901.3,B6
LAS,IAD,1619,3761,393.24,299.27,2082.19,UA
FLL,DCA,825,3757,195.86,161.29,899.61,B6
PHX,MIA,1402,3754,364.4,289.69,2003.54,AA
AUS,ATL,1305,3753,288.11,242.01,818.21,DL
SAN,SLC,984,3752,246.09,191.55,630.44,DL
JFK,PBI,1155,3748,227.05,184.29,1031.77,B6
MSP,LAS,264,3747,152.33,120.43,1300.76,SY
MIA,PHX,1401,3746,371.71,295.02,2001.01,AA
JFK,PHX,1388,3744,413.06,296.39,2170.13,AA
MCO,MSP,311,3740,196.55,144.13,1311.75,SY
BOS,IAD,1273,3728,226.5,182.35,413.58,UA
BNA,DFW,1347,3721,303.53,244.06,632.66,AA
SFO,BOS,1626,3720,437.3,334.08,2722.97,DL
BOS,SFO,1565,3718,434.1,316.61,2724.48,DL
LAX,MDW,1530,3713,208.88,181.31,1764.32,WN
LAS,DEN,763,3709,104.98,90.89,651.47,F9
LGA,HOU,1577,3709,218.28,178.13,1451.97,WN
LGA,PIT,1784,3707,185.5,155.18,336.23,YX
DEN,PHX,1087,3702,239.17,181.87,606.63,UA
DFW,ORD,1230,3702,276.1,227.96,814.05,UA
RDU,ATL,1389,3698,240.48,236.65,357.17,DL
MDW,LAX,1541,3696,207.85,176.01,1761.31,WN
AUS,MCO,1328,3695,240.79,195.87,1017.66,WN
EWR,BOS,1220,3689,269.0,210.9,200.0,UA
DEN,SAN,1132,3687,262.95,196.06,860.62,UA
MSP,MCO,278,3684,164.54,125.48,1310.87,SY
PIT,LGA,1796,3682,188.23,158.16,336.09,YX
PHX,HOU,1437,3681,196.33,165.38,1035.46,WN
MCO,CMH,1212,3680,232.54,195.35,824.08,WN
BNA,PHX,1540,3676,285.58,229.07,1466.79,WN
LAX,DEN,1188,3676,168.91,131.09,868.63,WN
TPA,ORD,1264,3669,269.77,213.17,1033.41,UA
MCI,PHX,1310,3665,254.39,195.1,1069.27,WN
ATL,RDU,1314,3664,258.11,243.81,359.74,DL
PHX,BNA,1527,3659,282.34,226.56,1467.25,WN
BOS,SEA,1386,3656,369.06,282.52,2517.12,AS
PHX,MCI,1303,3650,256.5,197.25,1069.39,WN
SLC,SEA,764,3647,271.73,196.19,706.16,DL
SFO,SNA,1446,3647,186.3,134.89,372.09,UA
SEA,SFO,1255,3645,237.15,188.58,681.69,UA
BOS,RDU,1181,3639,277.75,210.14,616.15,DL
SNA,SFO,1420,3634,183.97,134.16,372.08,UA
DTW,SFO,1437,3630,453.24,360.36,2109.31,DL
TPA,BOS,1009,3626,305.27,208.67,1200.45,DL
HOU,BWI,1749,3624,224.38,197.25,1276.9,WN
SAN,DEN,1104,3621,262.64,195.2,858.79,UA
CMH,MCO,1171,3619,237.26,193.38,822.88,WN
ATL,IAH,963,3617,267.88,199.03,691.64,DL
AUS,PHX,1369,3614,223.09,180.87,881.87,WN
ORD,TPA,1220,3609,266.53,210.92,1031.43,UA
MCO,AUS,1296,3608,236.2,198.13,1016.0,WN
PHX,DEN,1058,3600,236.39,182.39,604.44,UA
TPA,MSP,907,3599,311.28,204.52,1327.56,DL
IAH,ATL,958,3589,264.63,200.48,695.45,DL
RDU,BOS,1178,3588,273.51,209.56,615.75,DL
STL,DAL,1325,3587,226.58,180.7,555.91,WN
MCO,MCI,1608,3584,271.68,230.41,1135.31,WN
MCI,DAL,1296,3579,203.35,167.35,466.58,WN
RDU,MIA,1030,3579,195.93,154.06,708.86,AA
PHX,AUS,1371,3578,220.28,180.42,887.85,WN
SFO,MSP,1237,3577,376.01,264.19,1629.37,DL
DTW,DEN,1000,3575,303.2,206.99,1142.63,DL
BWI,HOU,1745,3574,221.41,196.42,1277.8,WN
RSW,ORD,1341,3572,348.64,253.34,1137.98,UA
ORD,FLL,783,3569,140.08,110.83,1232.42,NK
MSP,SFO,1249,3569,377.87,267.57,1615.77,DL
JFK,PHX,1189,3567,482.15,312.38,2169.23,DL
SEA,BOS,1386,3563,366.86,279.36,2523.74,AS
IAD,ORD,1308,3559,273.22,220.85,598.86,UA
PHL,PBI,1100,3556,319.43,239.87,956.39,AA
EWR,RDU,1182,3555,201.89,155.89,417.89,UA
MCI,MCO,1597,3550,276.16,233.21,1121.14,WN
SAN,ORD,1369,3547,351.59,277.58,1735.16,UA
SFO,DTW,1421,3543,457.3,358.94,2108.49,DL
ATL,HOU,1307,3540,170.88,142.09,716.46,WN
SEA,SLC,765,3540,272.85,196.64,710.56,DL
DEN,LAX,1191,3538,167.28,133.52,868.89,WN
ORD,IAD,1318,3537,267.28,217.73,603.66,UA
ATL,PHX,1300,3536,402.93,307.09,1607.78,DL
LAS,BNA,1504,3535,305.34,262.07,1613.52,WN
PHL,MCO,742,3531,115.87,86.79,890.85,NK
MSP,RSW,871,3527,343.93,200.38,1432.95,DL
CLE,TPA,641,3524,103.24,85.75,929.94,F9
RSW,MDW,1219,3520,209.7,144.21,1124.62,WN
EWR,DFW,1472,3519,350.26,270.5,1383.52,UA
RDU,LGA,1555,3517,201.34,165.17,431.69,YX
PHL,CLT,1077,3517,291.44,243.71,458.4,AA
ORD,SAN,1367,3517,352.43,279.58,1740.95,UA
DAL,MCI,1290,3514,204.9,168.05,477.82,WN
TPA,CLE,667,3513,103.55,86.72,927.8,F9
PHX,JFK,1195,3513,489.99,324.9,2173.4,DL
ATL,DAL,1304,3512,182.87,153.48,740.64,WN
ATL,BWI,1166,3510,172.31,151.28,586.66,WN
DAL,ATL,1249,3507,183.64,147.96,736.26,WN
STL,LGA,1386,3505,201.13,149.86,897.56,WN
LGA,RDU,1576,3503,200.18,163.7,435.6,YX
MSP,TPA,886,3503,300.59,198.09,1323.6,DL
DFW,EWR,1294,3502,312.22,248.93,1393.44,AA
SAT,DAL,1215,3502,193.02,169.99,249.01,WN
BNA,LAS,1505,3497,302.96,257.86,1609.44,WN
IAD,SAN,1419,3489,399.59,310.1,2268.43,UA
DFW,LAX,775,3489,110.82,86.14,1243.03,NK
PHX,ATL,1283,3486,407.98,308.09,1603.82,DL
DAL,SAT,1214,3483,192.4,170.7,248.85,WN
DEN,DTW,971,3483,297.59,207.22,1138.89,DL
DAL,STL,1283,3482,224.08,176.48,552.33,WN
CLT,PHL,1092,3477,284.73,241.18,460.38,AA
FLL,ORD,742,3475,126.87,109.16,1201.54,NK
RDU,EWR,1169,3471,199.5,155.05,416.37,UA
HNL,KOA,662,3465,84.88,75.19,164.1,WN
HOU,LAX,1372,3454,187.98,157.25,1405.19,WN
FLL,ORD,1379,3447,297.41,242.9,1194.16,UA
BOS,TPA,1007,3447,306.84,208.13,1198.93,DL
SFO,AUS,1533,3445,375.36,307.65,1537.65,UA
DCA,TPA,1117,3444,248.63,201.18,818.59,AA
KOA,HNL,681,3443,82.83,73.14,164.05,WN
BWI,ATL,1140,3443,175.39,149.82,589.75,WN
AUS,MDW,1509,3439,198.42,158.35,986.99,WN
LAX,LAS,659,3437,186.09,113.35,236.04,DL
HOU,ATL,1267,3436,174.7,147.55,723.48,WN
ORD,LAX,701,3435,132.12,107.73,1757.11,NK
AUS,SEA,1129,3432,309.46,243.66,1786.39,AS
MCO,HPN,980,3431,265.87,207.99,972.06,B6
MIA,RDU,1081,3425,204.96,163.08,715.29,AA
DFW,EWR,1469,3419,358.71,282.96,1384.47,UA
BOS,RDU,755,3412,205.12,174.44,612.18,B6
SAN,IAD,1381,3410,394.74,306.92,2265.74,UA
LAX,DFW,779,3407,110.88,86.19,1292.23,NK
EWR,SJU,1247,3406,307.3,237.45,1618.25,UA
LAS,STL,1402,3404,304.27,243.23,1402.85,WN
SAN,PHL,1385,3402,389.62,302.86,2384.45,AA
PDX,SFO,1059,3400,198.92,155.12,558.1,AS
LAX,HOU,1354,3394,188.46,162.25,1405.36,WN
STL,LAS,1382,3394,303.45,238.11,1400.39,WN
MSY,HOU,1214,3394,162.29,148.23,303.78,WN
BOS,SEA,1254,3391,393.3,284.75,2522.02,DL
RDU,BOS,765,3388,211.38,172.43,612.1,B6
SAN,AUS,1248,3386,242.31,190.83,1176.57,WN
DAL,LGA,1478,3384,213.5,178.44,1395.64,WN
LGA,STL,1381,3384,204.01,151.85,902.41,WN
SEA,EWR,1302,3380,362.77,295.86,2426.73,AS
TPA,DEN,1385,3379,231.9,192.61,1528.6,WN
FLL,EWR,952,3375,134.17,104.65,1112.5,NK
EWR,DFW,1282,3374,314.81,249.38,1382.48,AA
BOS,MDW,1108,3371,180.67,127.69,875.97,WN
DEN,TPA,1422,3370,231.41,193.78,1536.48,WN
EWR,SEA,1326,3365,360.19,301.16,2442.26,AS
TPA,DCA,1095,3361,248.5,201.27,822.68,AA
HPN,MCO,928,3360,253.87,201.69,972.01,B6
PHL,SAN,1369,3359,381.36,304.97,2386.01,AA
BOS,EWR,1201,3350,270.78,214.1,200.66,UA
ORD,SNA,1185,3350,353.43,256.86,1739.2,AA
ORD,FLL,1341,3349,291.34,232.53,1190.01,UA
AUS,SAN,1248,3349,246.54,192.72,1182.06,WN
BWI,FLL,782,3346,118.77,90.11,956.17,NK
SFO,PDX,1071,3345,197.19,157.53,554.54,AS
MDW,AUS,1513,3336,198.7,155.78,995.19,WN
MDW,BOS,1089,3332,179.94,129.7,870.96,WN
PHL,TPA,731,3332,107.45,96.27,924.9,F9
DCA,MCO,1265,3324,175.67,131.9,801.19,WN
LAX,ORD,693,3323,133.66,107.25,1760.8,NK
SNA,ORD,1170,3322,352.78,254.96,1735.16,AA
ATL,SAN,1133,3320,427.81,299.43,1914.51,DL
PBI,LGA,1220,3314,226.46,197.24,1036.84,B6
DCA,BOS,1291,3313,211.32,177.74,399.76,AA
LAS,SAT,1263,3312,258.6,208.35,1102.97,WN
FLL,BWI,739,3309,112.41,92.35,952.73,NK
HOU,MSY,1140,3307,167.66,150.25,303.31,WN
MSP,DCA,1232,3304,294.07,240.32,941.06,DL
SEA,MCO,1185,3304,399.57,311.07,2589.49,AS
MCO,PHL,746,3302,116.3,90.06,875.47,NK
CLT,DEN,1163,3299,260.75,204.28,1360.48,AA
PHX,PDX,1383,3293,177.93,139.02,1020.83,WN
LGA,IAH,1210,3292,325.57,242.92,1428.34,DL
DEN,MSP,1114,3292,159.35,117.21,686.35,WN
SAN,DAL,1532,3292,224.12,183.73,1196.31,WN
LGA,IND,1743,3291,240.6,200.97,670.13,YX
IAH,LGA,1245,3291,322.86,245.58,1430.37,DL
OAK,PDX,922,3291,164.45,125.17,543.69,WN
LAS,LAX,683,3289,186.49,117.8,236.0,DL
JFK,ATL,593,3288,197.23,163.66,765.58,B6
DAL,SAN,1548,3288,224.09,183.17,1196.59,WN
SFO,LAX,1406,3287,152.6,128.11,338.89,OO
PHX,STL,1387,3286,269.18,216.04,1286.41,WN
BNA,LGA,1889,3284,249.02,206.98,767.76,YX
SEA,BOS,1225,3284,385.21,277.44,2529.15,DL
SEA,AUS,1104,3283,306.55,236.43,1783.03,AS
PHX,SLC,1029,3281,257.24,199.13,507.64,DL
SFO,BUR,1153,3281,169.77,127.13,326.02,UA
MCO,DCA,1248,3281,175.77,131.84,815.65,WN
MSP,DEN,1095,3279,156.85,115.11,687.38,WN
MCI,MDW,1215,3278,205.16,167.83,408.41,WN
ATL,SJU,926,3277,338.55,241.46,1565.32,DL
LGA,BNA,1888,3277,239.69,201.17,767.01,YX
PSP,SEA,899,3276,280.77,200.09,990.84,AS
DCA,MSP,1244,3272,297.97,243.52,936.15,DL
SJU,ATL,921,3272,347.9,245.92,1561.05,DL
AUS,SFO,1550,3271,374.86,315.52,1518.29,UA
EWR,FLL,947,3267,132.76,101.69,1095.28,NK
OAK,SEA,1009,3267,177.09,133.46,677.72,WN
TPA,PHL,722,3263,108.28,97.76,924.67,F9
DCA,DTW,994,3262,266.02,205.85,406.2,DL
MSY,MCO,1095,3261,229.54,187.3,559.51,WN
IND,LGA,1711,3259,242.38,199.8,667.22,YX
MIA,SJU,1063,3257,313.83,245.92,1045.0,AA
PHL,ORD,1314,3256,263.38,220.54,680.26,UA
MDW,MCI,1214,3248,204.7,171.05,406.82,WN
CLT,SFO,1456,3246,405.75,320.36,2323.98,AA
SEA,OAK,1007,3246,175.55,130.46,680.25,WN
SAN,ATL,1133,3245,421.15,297.01,1914.36,DL
STL,PHX,1381,3244,268.27,215.87,1286.64,WN
ORD,RSW,1215,3241,323.76,236.62,1132.57,UA
DEN,CLT,1157,3238,269.05,208.19,1356.09,AA
SLC,BOS,1296,3238,437.73,345.25,2132.89,DL
SFO,CLT,1479,3236,413.2,323.1,2328.52,AA
BOS,DCA,1301,3235,208.49,173.13,400.9,AA
DCA,ATL,1064,3233,161.39,134.28,549.64,WN
MSP,ORD,1101,3232,231.13,196.06,334.97,DL
PHX,DEN,703,3230,98.85,82.2,624.96,F9
DEN,LGA,1286,3229,335.88,251.87,1633.19,DL
DTW,DCA,967,3225,268.6,205.66,408.02,DL
FLL,MDW,1379,3224,201.99,162.79,1186.56,WN
LAS,MCI,1215,3223,282.48,224.41,1162.93,WN
JFK,TPA,939,3221,202.79,170.18,1009.63,B6
SJU,MIA,1080,3217,317.21,249.19,1048.13,AA
ATL,JFK,621,3213,210.04,171.33,763.6,B6
ATL,ORD,1127,3212,258.91,218.39,618.48,UA
SJU,EWR,1236,3212,319.98,250.02,1624.07,UA
SLC,PHX,1020,3211,256.96,198.93,510.43,DL
MCO,SEA,1164,3210,400.31,315.91,2593.15,AS
SAT,LAS,1244,3208,259.03,204.19,1092.16,WN
DEN,PHX,688,3208,100.56,81.87,629.29,F9
BUR,SFO,1127,3206,166.86,124.57,326.08,UA
LAS,SLC,864,3206,240.03,175.87,369.12,DL
ORD,PHL,1352,3203,269.98,227.2,680.41,UA
DTW,FLL,871,3202,118.09,93.5,1158.24,NK
PDX,LAX,739,3200,208.54,158.16,839.21,DL
LAX,PDX,765,3199,212.99,159.88,849.24,DL
ATL,DCA,1059,3194,162.34,137.73,550.06,WN
ORD,MSP,1130,3192,230.22,199.19,334.31,DL
LGA,DAL,1406,3190,213.72,179.5,1399.51,WN
LAS,SFO,1034,3189,162.73,123.44,427.47,WN
MDW,RSW,1145,3188,201.74,137.31,1110.91,WN
PHX,SLC,1148,3184,193.74,147.8,512.82,WN
MSP,DTW,925,3182,311.55,240.04,540.91,DL
DEN,SEA,1119,3182,262.98,207.79,1051.14,UA
RSW,PHL,1120,3181,318.25,247.74,1003.29,AA
SLC,LAS,852,3179,242.61,171.99,370.15,DL
MCO,BDL,786,3176,243.42,198.17,1050.0,B6
IAH,FLL,776,3171,124.89,94.85,987.09,NK
EWR,SFO,1243,3169,366.63,289.26,2581.15,AS
CLT,TPA,969,3169,261.34,244.34,510.14,AA
DTW,MSP,929,3167,313.9,239.71,535.51,DL
FLL,DTW,827,3165,109.17,93.18,1153.99,NK
MDW,FLL,1355,3164,195.66,153.96,1173.78,WN
BOS,SLC,1270,3162,437.32,339.89,2131.63,DL
PDX,OAK,928,3158,167.21,127.56,546.4,WN
PDX,PHX,1357,3158,178.51,136.8,1020.29,WN
MCI,LAS,1188,3156,280.5,218.51,1161.41,WN
MCO,LGA,1035,3154,226.69,161.32,961.85,AA
OAK,LGB,799,3149,171.35,137.19,354.03,WN
MCO,PVD,1169,3148,208.36,150.55,1084.35,WN
SFO,EWR,1191,3146,347.89,282.05,2580.45,AS
ORD,MSP,1117,3146,210.69,191.66,334.0,UA
LGA,DEN,1248,3141,340.04,256.69,1636.54,DL
TPA,ORD,1055,3141,237.07,187.05,1027.05,AA
ORD,ATL,1122,3140,258.76,213.98,611.91,UA
IAD,TPA,1129,3139,262.38,205.98,814.31,UA
LAX,PHX,930,3135,190.84,142.28,371.09,AA
LGB,OAK,808,3133,172.15,136.59,355.71,WN
FLL,EWR,941,3127,230.23,185.86,1065.78,B6
ATL,CLE,993,3126,261.5,222.86,565.78,DL
SLC,PHX,1148,3122,191.78,147.33,512.56,WN
LGA,PBI,1187,3122,223.68,190.56,1038.24,B6
PHX,BWI,1670,3120,273.6,240.53,2032.36,WN
BDL,MCO,738,3115,232.28,191.29,1050.0,B6
PHX,LAX,909,3115,197.5,143.13,371.69,AA
SAN,BOS,1165,3113,458.09,345.62,2590.13,B6
LAX,BOS,1747,3112,348.34,285.72,2623.98,UA
MCO,MSY,1081,3111,233.6,188.75,569.73,WN
ORD,MCO,718,3107,108.97,88.92,1039.04,NK
MCO,BUF,1176,3103,206.02,148.41,1023.97,WN
BNA,BWI,1395,3098,231.68,210.41,611.74,WN
SEA,PSP,896,3098,270.53,188.37,991.67,AS
TPA,IAD,1124,3096,263.94,206.63,814.6,UA
LAX,SFO,1393,3093,155.05,132.55,338.98,OO
TPA,JFK,937,3091,213.35,178.11,1006.4,B6
CLE,ATL,978,3088,252.15,215.71,556.33,DL
MSP,SEA,877,3083,353.15,249.84,1425.32,DL
HNL,SEA,1391,3081,415.09,308.16,2702.68,HA
PVD,MCO,1143,3079,206.37,150.43,1086.11,WN
LAX,SJC,884,3071,180.67,148.87,308.01,OO
MIA,DTW,1120,3071,285.04,212.44,1154.41,DL
MCO,MKE,1360,3070,249.84,212.58,1125.47,WN
ATL,PHL,751,3064,104.16,97.36,680.51,F9
MCO,CVG,649,3063,91.97,85.44,757.96,F9
FLL,LGA,934,3061,149.59,112.19,1100.45,NK
DTW,MIA,1104,3055,278.14,206.64,1149.87,DL
PHL,ATL,743,3051,104.86,97.12,686.33,F9
FLL,IAH,693,3047,113.0,89.59,982.81,NK
ATL,MCO,685,3046,94.67,77.34,409.68,F9
